,Company/Candidate Name,Role,Sub-skill,Count
709,Schneider Electric,Digital Transformation Intern,"digital, sql, c, asp, php, html, css, js, server, digital, sql, c, asp, php, html, css, js, server",20
710,Schneider Electric,General accountant (General Ledger) ( 9 months contract),"excel, english",2
711,Schneider Electric,Tax Specialist (9 months Contract),"documentation, english, process oriented, organized",5
712,Second Talent,Business Development Specialist,"business development, client, supply chain, strategies, communication, interpersonal skills",11
713,Serdao | Digital Services & 24/7 IT Support,Senior PHP Developer,"php, communication, english",6
714,SharkNinja,Senior HR & Admin Specialist,"hr manager, performance management, documentation, communication, communication skills, english",11
715,SharkNinja,Senior Manager – EHS / REGULATORY COMPLIANCE,"supply chain, leadership, protocols, english, excel, communication, team work",8
716,SharkNinja,"Sr Director, Supplier Network Development","supply chain, strategies, ownership, project management, optimization, analytical skills, problem solving, leadership, resource planning",26
717,SharkNinja,Test Engineer,"english, communication, communication skills",5
718,Sheraton Hotels & Resorts,Assistant Digital Marketing Manager,"strategies, marketing, advertising, digital, digital marketing, seo, creative, communication, communication skills, english",28
719,Sheraton Hotels & Resorts,Senior Recruiter,leadership,1
720,Shinhan Bank Vietnam,Compliance Specialist,"c, english, excel, communication, interpersonal skills",5
721,Shinhan Bank Vietnam,Corporate Relationship Manager,"financial analysis, documentation, organized, communication, communication skills, risk analysis, time management",8
722,Shopee,"Business Intelligence Analyst - Finance, Shopee","communication, sql, python, project management, ownership",6
723,Shopee,"Junior Category Manager (Electronics) - Business Development, Shopee","data analysis, business development, leadership, communication, problem solving",6
724,Shopee,Merchant Operations - ShopeeFood,"market research, strategies, critical thinking, communication, presentation, interpersonal skills, communication skills, english, flexible, time management, organizational",12
725,Shopee,Senior Business Development Lead - SPX Express (HCM/HN),"strategies, supply chain, business development, communication, presentation, negotiation skills, organizational, leadership",8
726,Shopee,Senior Finance Planning & Analysis - SPX Express,"business insights, demand planning, dashboards, optimization",7
727,Shopee,Senior Project Workforce Management - SPX Express,"performance metrics, data analysis, presentation, communication, communication skills, vietnamese, english, problem solving, critical thinking",9
728,Shopee,"Senior, Strategy Growth (PMO)","data driven, problem solving, critical thinking, project management, stakeholder management",5
729,Shopee,Workforce Acquisition Team Leader (Recruitment) - SPX Express,"creative, team management, communication, communication skills, problem solving",7
730,ShopeePay,"Senior Growth, Marketplace","marketing, optimization, business intelligence, project management, data driven, dashboards, excel, communication, communication skills, critical thinking, multitask",11
731,Siemens Gamesa,Commercial Project Manager,"project management, flexible, digital",5
732,Signify,Area Sales Manager - Central Region,"creative, leadership, strategic planning, strategies, business development, communication, presentation, problem solving",9
733,Sika,HRBP Specialist - Frontline,"performance management, marketing, leadership, strategies, conflict resolution, team building, communication, communication skills, analytical skills, data driven, problem solving, presentation, english, vietnamese",16
734,Sika,Management Trainee (Key Project Management),"strategies, leadership, problem solving, interpersonal skills, communication, people management, project management, market research, protocols, english, excel, powerpoint, ms office, adaptability",24
735,Sika,Marketing Design Intern,"marketing, flexible, creative",10
736,Simpson Strong-Tie,Senior .NET Developer,"customer focused, customer focused, organizational, creative, creative thinking, people focused, c, asp, r, api, sql, server, azure, aws, protocols, docker, devops, problem solving, analytical skills, communication, english, software development, leadership, team building, team work",29
737,Simpson Strong-Tie,Senior Business Analyst,"customer focused, customer focused, organizational, creative, creative thinking, people focused, optimization, strategies, documentation, english, communication, ui, ux, presentation, software development, leadership, team building, team work",19
738,Simpson Strong-Tie,Senior Software Developer,"customer focused, customer focused, organizational, creative, creative thinking, people focused, java, problem solving, r, software development, english, communication, api, mongodb, communication skills, leadership, team building, team work",23
739,Simpson Strong-Tie,Structural Engineer - R&D (Open for Fresher),"customer focused, customer focused, organizational, creative, creative thinking, people focused, r, vba, excel, problem solving, initiative, marketing, english, leadership, team building, team work",17
740,Simpson Strong-Tie Vietnam,IT Support Analyst,"documentation, access control, communication, english, software development, leadership, team building, team work",9
741,Simpson Strong-Tie Vietnam,Scrum Master Lead,"team leader, problem solving, leadership, organizational, time management, communication, stakeholder management, english, presentation, initiative, team management, people management, software development, team building, team work",19
742,Simpson Strong-Tie Vietnam,Senior IT Business Analyst - Building Technology,"creative, creative thinking, people focused, optimization, strategies, english, communication, ui, presentation, software development, leadership, team building, team work",15
743,Simpson Strong-Tie Vietnam,Senior Office Operations,"creative, creative thinking, people focused, communication, english, initiative, team building, team work",11
744,Simpson Strong-Tie Vietnam,Senior Scrum Master - Building Technology,"leadership, conflict resolution, english, writing skills, presentation, software development, team building, team work",13
745,Simpson Strong-Tie Vietnam,Senior SharePoint Developer,"azure, marketing, react, javascript, html, json, sql, software development, communication, leadership, english, team building, team work",17
746,Simpson Strong-Tie Vietnam,Structural Engineer (R&D) - Open for Fresher,"r, product design, vba, excel, problem solving, initiative, marketing, english, team building",13
747,Sky Mavis,Graphic Designer,"communication, marketing, creative, english, digital, ownership",8
748,Sky Mavis,HR Ops Specialist (Open for International candidate),"communication, problem solving, excel, powerpoint, ownership",6
749,SoftwareOne,Cloud Services Consultant (L2 Consultant),"azure, problem solving, communication, devops",21
750,SoftwareOne,Delivery Consultant - Cloud,"aws, client, kubernetes, server, protocols, ansible, docker, python, devops, problem solving, communication, communication skills, vietnamese, english",24
751,SoftwareOne,Project Manager,"documentation, strategies, conflict resolution, presentation, organizational, organized, strategic thinking, project management, leadership, client, communication, communication skills, english, problem solving, azure, digital",23
752,SoftwareOne,Security Consultant,"identity management, client, azure, documentation, incident response, risk analysis, protocols, firewalls, problem solving, communication, communication skills",20
753,SoftwareOne,Senior Cloud Services Consultant (L3 Consultant),"organizational, strategies, azure, network security, leadership, documentation, communication, presentation, problem solving, stakeholder management, devops",21
754,Solar Turbines,Fleet Engineer (Gas Turbine),"optimization, interpersonal skills",2
755,Solventum,"Senior Legal Counsel, Vietnam","strategies, organizational, vietnamese, english",4
756,Sony Music Entertainment,Social Media Content Executive,"digital, social media platforms, optimization, seo, increase brand awareness, strategies, content marketing, marketing, creative, data driven, digital marketing, advertising, communication, presentation, vietnamese, english",34
757,Stanley 1913,"Technical Developer, Soft Goods - HoChiMinh City","optimization, communication, communication skills",3
758,Starbucks Vietnam,District Manager,"leadership, organizational, marketing, team building, performance management, creative, interpersonal skills, problem solving",14
759,Sucafina,Logistics Execution Coordinator,client,1
760,Sun Life,IT Project Manager (Scrum Master),"project management, client, resource planning, software development, sdlc, organizational, communication, communication skills, problem solving, java",14
761,Sun Life,Senior Manager Infrastructure,"aws, leadership, digital, optimization, business strategy, stakeholder management, communication, creative, resource planning, problem solving, organizational, time management, ownership, client, react, english",28
762,Sunbytes,Recruitment Consultant,"software development, client, strategies, communication, interpersonal skills, social media platforms, organizational, time management, creative",9
763,Suntory Global Spirits,Brand Specialist,"strategies, marketing, creative, brand management, digital, digital marketing, organizational, communication, communication skills",15
764,Suntory Global Spirits,"Senior Marketing Manager SEA, TH & VN","marketing, strategies, strategic planning, advertising, communication, digital, creative, optimization, atl, btl, communication skills",26
765,Suntory PepsiCo Vietnam Beverage,Assistant Brand Manager - 7Up (FMCG/ MNCs Experience is a must),"marketing, communication, communication strategy, market research, project management, data analysis, flexible",13
766,Suntory PepsiCo Vietnam Beverage,New Product Commercialization Manager,"documentation, r, supply chain, problem solving, leadership, communication, english, project management",9
767,Suntory PepsiCo Vietnam Beverage,Senior Finance Business Partner - Marketing,"marketing, strategic thinking, communication, communication skills, performance management, c, leadership, english, ms excel, excel",18
768,Suntory PepsiCo Vietnam Beverage,Senior HR Manager - Business Parner - Sales (Non-TT),"c, leadership, performance management, organizational, communication, business plan, communication skills, interpersonal skills, stakeholder management",18
769,Suntory PepsiCo Vietnam Beverage,Senior Project Manager (Line Expansion/ Productivity/ New Product Development),"project management, communication, documentation, c, optimization, english",9
770,Swisslog,Sales Executive,"flexible, data driven, supply chain, team leader, negotiation skills, presentation, communication, communication skills, english",10
771,TAM SON INTERNATIONAL JSC,Fashion Trainer,"presentation, performance management, communication, english, excel, powerpoint, communication skills, problem solving, time management, creative",12
772,TDCX,Customer Experience Specialist - Hospitality Account (Relocation Malaysia).,"client, communication, communication skills, english, interpersonal skills, project management",7
773,TDCX,Front End Developer - (TAG - VN),"advertising, digital, digital marketing, marketing, javascript, css, js, client, communication, communication skills, english, vietnamese, wordpress, adwords, html",26
774,TUYỂN DỤNG CITIGYM,Trưởng nhóm Phát triển Phần mềm/Ứng dụng,"optimization, web apps, communication, problem solving",5
775,Takeda,General Accountant,"communication, communication skills, ms office, powerpoint, english",6
776,Takeda,HR Business Partner,"organizational, strategic planning, performance management, leadership, statistics, communication, communication skills, initiative, go, vietnamese, english",13
777,Talent Job Seeker,.NET Developer - Dynamics 365 Specialist,"software development, sql, server, c, problem solving, communication",8
778,Talent Job Seeker,Head of Mobile Security Research and Operations,"leadership, r, agile methodologies, creative, problem solving, communication, communication skills, vietnamese",9
779,Talent Job Seeker,Key Account Manager,"client, project management, business development, communication, negotiation skills, english",11
780,Talentnet Corporation,Head of Industrial Real Estate,"client, documentation, marketing, english, business development",5
781,Talentnet Corporation,International Sales Manager,"vietnamese, organized, excel, powerpoint, process oriented, english",6
782,Talentnet Corporation,Senior Partnership Distribution Officer (preferred Wealth Advisor/Broker),"digital, business development, client, marketing, market research, communication, english, vietnamese",9
783,Tech Data APAC​,Business Development Manager,"business development, inventory management, english, organizational, time management, leadership",10
784,Tech Data APAC​,Senior Pre-sales Consultant,"presentation, marketing, strategies, communication, english, problem solving, leadership, presentation, firewalls, network security, flexible, leadership",15
785,Techcombank (TCB),(Senior) Security Architect,"initiative, incident response, strategies, firewalls, english",6
786,Techcombank (TCB),Chuyên Viên Cao Cấp Thẩm Định Tín Dụng Doanh Nghiệp,english,1
787,Techcombank (TCB),"Expert, HR Business Partner","strategies, business development, organizational, communication, leadership, people management, english",11
788,Techcombank (TCB),"Senior Expert, Learning Partner","leadership, business strategy, english",3
789,Techcombank (TCB),"Senior Expert, Private Client Relationship Management","client, marketing, organizational, business plan, english, direct sales, sales management",13
790,Techcombank (TCB),"Senior Manager, Solution Architecture","business development, project management, performance management, software development, java, iot, strategies, digital, english",10
791,Techcombank (TCB),Talent Acquisition Officer (Mass Recruitment),"creative, digital, initiative, english, vietnamese",5
792,Techtronic Industries - TTI,New Product Development (NPD) Engineer,"documentation, communication, english, problem solving",5
793,Techtronic Industries Vietnam,Warehouse Manager,"business plan, statistics, english, project management, communication, leadership, team building, negotiation skills",9
794,Terroir & Spice,Communication Manager,"marketing, communication, digital, digital marketing, project management, advertising, interpersonal skills, english, vietnamese",33
795,Terumo Asia Pacific,Product Manager,"marketing, vietnamese, english, communication, communication skills, presentation, excel",12
796,The Access Group,Senior Ruby on Rails Developer,"ruby, leadership, team work, english, sql, devops, aws",8
797,The Access Group,Technical Support Analyst,"organizational, html, seo, time management, initiative, communication, communication skills, english, interpersonal skills",9
798,The Access Group - Asia Pacific,Quality Assurance Engineer,"flexible, software development, strategies, regression, client, ownership, server, go",12
799,The Capital Club VN,F&B Assistant Manager,"leadership, english, communication",3
800,The Coca-Cola Company,HR Services Consultant,"marketing, documentation, client, stakeholder management, presentation, communication, english",7
801,Thoughtworks,Talent Business Partner,"performance management, leadership, communication, communication skills, vietnamese, english, adaptability, digital",8
802,Trane Technologies,"Finance Controller, Vietnam",go,1
803,Trip.com Group,"Business Development Manager, VN (Attractions & Tours)","business development, strategies, marketing, communication, presentation, leadership",10
804,TrueCommerce,Customer Support (nightshift),"flexible, english, communication",4
805,Turner & Townsend,Graduate Development Programme 2024 (Construction Cost Management),"project management, client, strategies, vietnamese, english, leadership, problem solving, communication, negotiation skills, flexible",13
806,UL Solutions,Country Manager,"sales management, leadership, strategies, strategic planning, communication, problem solver, product testing",9
807,UL Solutions,Engineer (Mechanical and Civil),"client, communication, project management, digital",8
808,UL Solutions,Sales Manager,"supply chain, strategies, industry knowledge, client, marketing, communication, leadership, team management, vietnamese, english",14
809,UNIQLO,[Fast Retailing VN] Social Compliance Management Specialist,"supply chain, english, problem solving, time management",5
810,UOB,Universal Banker - Direct Sales (HCMC),"strategies, communication, problem solving, negotiation skills",4
811,UPS,Brokerage Officer,"vietnamese, communication, writing skills, english, problem solving",6
812,UST,Trade Compliance Project management,"software development, documentation, regression",4
813,Uni-Fuels,Senior Bunker Trader / Bunker Trader,"negotiation skills, english, vietnamese, client, adaptability, business development",7
814,Unilever,Brand Manager - Skincore,"growth strategy, marketing, strategies, communication, btl, advertising, brand management",13
815,Unilever,Global Brand Manager Pepsodent Core,"leadership, strategic thinking, interpersonal skills, team work, communication, digital, project management, marketing",9
816,Unilever,UFS Head of Finance VN & KH and Business Excellence Vietnam,"leadership, business development, strategic planning, digital, performance management, marketing, supply chain",10
817,UrBox - Digital Rewards & Loyalty Solution,Business Development Specialist,"digital, business development, business plan, digital marketing, marketing, presentation",8
818,UrBox - Digital Rewards & Loyalty Solution,Data Engineering Lead,"digital, data engineering, etl, aws, data architecture, communication, communication skills, sql, mongodb, python, problem solving, analytical skills, english, databases",21
819,UrBox - Digital Rewards & Loyalty Solution,Growth Leader or Growth Manager,"marketing, communication, ui, ux, team building, leadership, market research, campaign management, presentation, problem solving, project management, team management",24
820,UrBox - Digital Rewards & Loyalty Solution,Project Manager,"leadership, strategies, performance management, documentation, communication, project management, software development",9
821,VF Corporation,"Assistant Management, Sourcing Development","strategies, digital, communication, communication skills, english",8
822,VISTRA,Finance Accounting Intern,"english, communication",2
823,VISTRA,"Legal Services, Senior Consultant",english,1
824,VNG Corporation,"Agile Project Management Executive, ZaloPay","leadership, project management, organizational, optimization, software development, time management, communication, communication skills, problem solving, multitask, english, excel, powerpoint",17
825,VNG Corporation,"Business Development Executive (Utilities), ZaloPay","business plan, problem solving, marketing, business development, critical thinking",5
826,VNG Corporation,"Sales Director, STT-VNG Data Center","flexible, marketing, direct sales, leadership, analytical skills, communication, communication skills, english",9
827,Vero,"Influencer Specialist, Vietnam","client, digital, creative, marketing, social media platforms, influencer marketing, organized, communication, project management, flexible, leadership, digital marketing, consumer research",26
828,Viet Thai International - VTI Group,Ecommerce Manager (FMCG),"strategies, digital, marketing, vietnamese, client, strategic thinking, communication, presentation",15
829,Viet Thai International - VTI Group,HRBP Manager (Fashion Retail),"performance management, c, leadership, organizational, vietnamese, presentation, english, communication, communication skills, problem solving",14
830,Viet Thai International - VTI Group,Information Technology Security Leader,"digital, incident response, firewalls, strategies, organizational, protocols, azure, communication, communication skills, problem solving, analytical skills",18
831,Viet Thai International - VTI Group,Project Support Coordinator,"communication, organized, documentation, presentation, vietnamese, marketing, project management, organizational, time management, interpersonal skills, initiative, english",17
832,Viet Thai International - VTI Group,Regional Sales Manager (MT&GT),"business plan, vietnamese, english, negotiation skills, organizational, leadership, team management, problem solving, presentation, communication",11
833,Vietop English Center,Educational Consultant,"communication, communication skills",2
834,W.Media - Global,Finance Executive,communication,1
835,WAM Group,Sales Manager,"english, vietnamese, marketing, team management, communication, problem solving, leadership, perseverance",11
836,Walmart,"Seller Consultant, Cross Border Trade","communication, communication skills, ms office, excel, english, data mining",6
837,Warner Music Group,"Financial Controller, Vietnam","creative, leadership, stakeholder management, strategies, business development, marketing, growth strategy, communication, problem solving, critical thinking, project management, english, vietnamese",13
838,"Wayzim Technology Co., Ltd.",Sales Manager,"client, marketing, strategies, communication, communication skills",9
839,WebMD Health Services,Country Lead,"leadership, communication, communication skills, strategies, english, vietnamese, organized, interpersonal skills",13
840,XPROFILE - Integrated Human Resources Solutions,Assistant Brand Manager,"marketing, r, atl, advertising, english, initiative, communication",10
841,XPROFILE - Integrated Human Resources Solutions,MARKETING DIRECTOR,"marketing, brand management, communication, presentation, problem solving, powerpoint, excel, english",11
842,XPROFILE - Integrated Human Resources Solutions,OPERATIONAL FINANCE ANALYST,"marketing, supply chain, presentation, leadership, english, communication, time management",8
843,XPROFILE - Integrated Human Resources Solutions,SALES MANAGER (SOUTH),"client, presentation, english, communication, communication skills, ms office",8
844,XPROFILE - Integrated Human Resources Solutions,Senior Product Development Specialist (Pharmaceutical Products),"business development, presentation, marketing, industry knowledge, ms office, excel, english, communication, communication skills",9
845,XTB online investing,Business Development Manager,"http, client, vietnamese, marketing, communication, presentation, negotiation skills, english",12
846,Xiaomi Technology,Retail Operation Manager(A132562),"optimization, creative, marketing, excel, english, communication",6
847,Yokogawa Votiva Solutions,Microsoft AI (Artificial Intelligence) Business Analyst,"strategies, english, communication, communication skills, problem solving, leadership",7
848,Yokogawa Votiva Solutions,Microsoft Dynamics 365 F&O Technical Consultant,"documentation, software development, powerbi, c, sql, azure",8
849,Yves Rocher Vietnam,Logistics & Purchasing Executive,"erp system, english, flexible",3
850,Zalo,"Senior Partnership Specialist, Fiza","client, communication, negotiation skills, english",4
851,Zoetis,"Product Manager, Poultry & MFA","marketing, strategies, digital, inventory management, demand planning, market research, communication, ms office, english, communication skills, presentation, stakeholder management, interpersonal skills",31
852,Zuellig Pharma Vietnam Ltd.,Compliance Manager,"marketing, leadership, communication, strategic thinking",6
853,Zuellig Pharma Vietnam Ltd.,Senior Talent Acquisition Specialist,"marketing, social media platforms, ms office, communication, communication skills, presentation, english, problem solving, creative",10
854,bp,Sales Manager – Central Vietnam,"leadership, marketing, go, sales management, people orientation, flexible, digital, partner relationship management",13
855,cargo-partner,"Vietnam, Senior Business Development Executive-Reefer","client, communication, business development, computer knowledge, ms office, excel, powerpoint, english, presentation, flexible, supply chain, optimization",14
856,dentsu,Digital Manager,"digital, client, project management, communication, marketing, digital marketing, leadership, english, vietnamese",11
857,dentsu,Media Intern,"digital, digital marketing, marketing, english, communication, excel, time management, flexible",10
858,dentsu,Senior Creative Director,"creative, ownership, client, project management, leadership, protocols, brand management, business development, advertising, marketing, digital, communication, presentation",38
859,interpool HR,IT Security Lead (m/f/d),"client, leadership, digital, ips, incident response, software development, communication, network security, protocols, server, problem solving, interpersonal skills, english",16
860,ofi,"Business Manager, Food Industry (Open to Expats)","strategies, communication, data analysis",3
